year,company,cik,form_type,date_filed,url,document_url
2021,10X Capital Venture Acquisition Corp,1821595,10-K,2021-03-30,https://www.sec.gov/Archives/edgar/data/1821595/0001213900-21-018726.txt,https://www.sec.gov/Archives/edgar/data/1821595/000121390021018726/f10k2020_10xcapital.htm
2021,"10x Genomics, Inc.",1770787,10-K,2021-02-26,https://www.sec.gov/Archives/edgar/data/1770787/0001770787-21-000009.txt,https://www.sec.gov/Archives/edgar/data/1770787/000177078721000009/txg-20201231.htm
2021,180 Life Sciences Corp. NT,1690080,10-K,2021-03-30,https://www.sec.gov/Archives/edgar/data/1690080/0001213900-21-018778.txt,https://www.sec.gov/Archives/edgar/data/1690080/000121390021036392/f10k2020_180lifesciences.htm
2021,1847 Goedeker Inc.,1810140,10-K,2021-03-29,https://www.sec.gov/Archives/edgar/data/1810140/0001213900-21-018284.txt,https://www.sec.gov/Archives/edgar/data/1810140/000121390021018284/f10k2020_1847goedeker.htm
2021,1847 Holdings LLC NT,1599407,10-K,2021-03-31,https://www.sec.gov/Archives/edgar/data/1599407/0001213900-21-019295.txt,https://www.sec.gov/Archives/edgar/data/1599407/000121390021021766/f10k2020_1847holdingsllc.htm
2021,"1895 Bancorp of Wisconsin, Inc.",1751692,10-K,2021-03-31,https://www.sec.gov/Archives/edgar/data/1751692/0001193125-21-101902.txt,https://www.sec.gov/Archives/edgar/data/1751692/000119312521101902/d160548d10k.htm
2021,1Life Healthcare Inc,1404123,10-K,2021-03-17,https://www.sec.gov/Archives/edgar/data/1404123/0001564590-21-013897.txt,https://www.sec.gov/Archives/edgar/data/1404123/000156459021013897/onem-10k_20201231.htm
2021,1ST CONSTITUTION BANCORP,1141807,10-K,2021-03-15,https://www.sec.gov/Archives/edgar/data/1141807/0001141807-21-000005.txt,https://www.sec.gov/Archives/edgar/data/1141807/000114180721000005/fccy-20201231.htm
2021,1ST SOURCE CORP,34782,10-K,2021-02-18,https://www.sec.gov/Archives/edgar/data/34782/0000034782-21-000036.txt,https://www.sec.gov/Archives/edgar/data/34782/000003478221000036/source-20201231.htm
2021,1st FRANKLIN FINANCIAL CORP,38723,10-K,2021-03-30,https://www.sec.gov/Archives/edgar/data/38723/0001376474-21-000102.txt,https://www.sec.gov/Archives/edgar/data/38723/000137647421000102/ff_10k.htm
2021,"22nd Century Group, Inc.",1347858,10-K,2021-03-11,https://www.sec.gov/Archives/edgar/data/1347858/0001558370-21-002771.txt,https://www.sec.gov/Archives/edgar/data/1347858/000155837021002771/xxii-20201231x10k.htm
2021,"2U, Inc.",1459417,10-K,2021-02-25,https://www.sec.gov/Archives/edgar/data/1459417/0001459417-21-000003.txt,https://www.sec.gov/Archives/edgar/data/1459417/000145941721000003/twou-20201231.htm
2021,"3D MAKERJET, INC.",1458023,10-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1458023/0001213900-21-009900.txt,https://www.sec.gov/Archives/edgar/data/1458023/000121390021009911/f10k2020_3dmakerjet.htm
2021,"3D MAKERJET, INC.",1458023,10-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1458023/0001213900-21-009904.txt,https://www.sec.gov/Archives/edgar/data/1458023/000121390021009911/f10k2020_3dmakerjet.htm
2021,"3D MAKERJET, INC.",1458023,10-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1458023/0001213900-21-009907.txt,https://www.sec.gov/Archives/edgar/data/1458023/000121390021009911/f10k2020_3dmakerjet.htm
2021,"3D MAKERJET, INC.",1458023,10-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1458023/0001213900-21-009910.txt,https://www.sec.gov/Archives/edgar/data/1458023/000121390021009911/f10k2020_3dmakerjet.htm
2021,"3D MAKERJET, INC.",1458023,10-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1458023/0001213900-21-009911.txt,https://www.sec.gov/Archives/edgar/data/1458023/000121390021009911/f10k2020_3dmakerjet.htm
2021,3D SYSTEMS CORP,910638,10-K,2021-03-05,https://www.sec.gov/Archives/edgar/data/910638/0000910638-21-000008.txt,https://www.sec.gov/Archives/edgar/data/910638/000091063821000008/ddd-20201231.htm
