year,company,cik,SIC,Item_1_ESG_Exposure,Item_1_ESG_Sentiment,Item_1A_ESG_Exposure,Item_1A_ESG_Sentiment,Item_7_ESG_Exposure,Item_7_ESG_Sentiment,Item_8_ESG_Exposure,Item_8_ESG_Sentiment,Overall_ESG_Exposure,Overall_ESG_Sentiment
2020,ABBOTT LABORATORIES,1800,2834,0.0658682634730539,0.4445678835565393,0.0294117647058823,0.9393352336353726,0.0165745856353591,0.4313613540596432,0.0184294871794871,0.4231233530394409,0.0325710252484456,0.5595969560727491
2020,ADOBE INC.,796343,7372,0.0044345898004434,-0.2398271337151527,0.0405797101449275,0.7943394418273654,0.0155038759689922,0.6467000055644248,0.0087976539589442,0.2838125796988606,0.0173289574683268,0.3712562233438745
2020,ADVANCE AUTO PARTS INC,1158449,5531,0.0,0.0,0.2,-0.0659011006355285,0.0666666666666666,-0.0659011006355285,0.0,0.0,0.0666666666666666,-0.0329505503177642
2020,AES CORP,874761,4911,0.4613034623217922,-0.0110037295193006,0.4120567375886524,0.0978173611817076,0.0,0.0,0.0,0.0,0.2183400499776112,0.0217034079156017
2020,AKAMAI TECHNOLOGIES INC,1086222,7389,0.0149253731343283,0.4733085371553898,0.0330882352941176,0.5383120112948947,0.0,0.0,0.0,0.0,0.0120034021071115,0.2529051371125711
2020,ALBEMARLE CORP,915913,2821,0.2314939434724091,0.1577340676016066,0.0,0.0,0.1714513556618819,0.1982781369412361,0.042316258351893,0.3231616499588677,0.111315389371546,0.1697934636254276
2020,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",1035443,6798,0.1159420289855072,0.7431661477312446,0.0970873786407767,0.5809677387841723,0.0,0.0,0.0,0.0,0.0532573519065709,0.3310334716288542
2020,AMERICAN ELECTRIC POWER CO INC,4904,4911,0.4310897435897436,0.0151409221446093,0.3231292517006803,0.5251391432983311,0.3241106719367589,0.5260702273013388,0.1684625492772667,0.212500548800933,0.3116980541261124,0.319712710386303
2020,AMPHENOL CORP /DE/,820313,3678,0.0529531568228105,0.297670725446481,0.0517529215358931,0.7564943480876184,0.0175913396481732,0.2842658732372981,0.0180604632901452,0.5065622170982154,0.0350894703242555,0.4612482909674032
2020,AT&T INC.,732717,4813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,AVALONBAY COMMUNITIES INC,915912,6798,0.0601503759398496,0.5274951411411166,0.0902255639097744,0.8735673492774367,0.0061162079510703,0.1933075785636901,0.0,0.0,0.0391230369501736,0.3985925172455609
2020,AbbVie Inc.,1551152,2834,0.0260416666666666,0.484981320798397,0.0,0.0,0.0129032258064516,0.4774089977145195,0.001310615989515,0.1289079487323761,0.0100638771156583,0.2728245668113231
2020,"Activision Blizzard, Inc.",718877,7374,0.0104166666666666,0.6636220365762711,0.0,0.0,0.0,0.0,0.0,0.0,0.0026041666666666,0.1659055091440677
2020,Aptiv PLC,1521332,3714,0.1548117154811715,-0.1371605053946778,0.0756302521008403,0.7233691372805171,0.0310880829015544,0.6779388127227625,1.0,-0.6974331140518188,0.3153825126208915,0.1416785826391957
2020,"Arista Networks, Inc.",1596532,3576,0.0037878787878787,-0.2185850888490677,0.0173775671406003,0.7226788211952556,0.0115416323165704,0.6240218840539455,0.0023148148148148,-0.0630036443471908,0.0087554732649661,0.2662779930132356
2020,BEST BUY CO INC,764478,5731,0.0914285714285714,-0.2680853470228612,0.0440881763527054,0.8962185396389528,0.0086355785837651,0.605683171749115,0.0071813285457809,0.2031033970415592,0.0378334137277057,0.3592299403516914
2020,BIOGEN INC.,875045,2836,0.0,0.0,0.0336134453781512,-0.3307136371731758,0.0,0.0,0.0,0.0,0.0084033613445378,-0.0826784092932939
2020,BOEING CO,12927,3721,0.1043478260869565,0.3688330544779698,0.0424028268551236,0.6815548042456309,0.0103092783505154,0.3802293837070465,0.0184287099903006,0.5584609526160517,0.043872160320724,0.4972695487616747
2020,"BXP, Inc.",1037540,,0.0535279805352798,0.8163727074861526,0.0,0.0,0.0,0.0,0.0,0.0,0.0133819951338199,0.2040931768715381
2020,BOSTON SCIENTIFIC CORP,885725,3841,0.0756756756756756,-0.1329939173800604,0.0233236151603498,0.5772947948426008,0.0034482758620689,0.3430114090442657,0.0152129817444219,0.0638487826411922,0.029415137110629,0.2127902672869996
2020,BRISTOL MYERS SQUIBB CO,14272,2834,0.02,0.0498612113296985,0.046979865771812,0.5545893178454467,0.0220537560303239,0.4307391986949369,0.0178794178794178,0.380235092064669,0.0267282599203884,0.3538562049836878
2020,Booking Holdings Inc.,1075531,4724,0.0,0.0,0.0132547864506627,0.8701129522588518,0.0051194539249146,0.3812216718991597,0.0,0.0,0.0045935600938943,0.3128336560395028
2020,CADENCE DESIGN SYSTEMS INC,813672,7372,0.02734375,-0.125252127913492,0.0201729106628242,0.8489121305091041,0.0,0.0,0.0,0.0,0.011879165165706,0.180915000648903
2020,"CF Industries Holdings, Inc.",1324404,2873,0.5183823529411765,0.0186612742114151,0.3768844221105528,0.4156440468256672,0.3360234776228907,0.202424761839211,0.1721587088096839,0.2177167166519211,0.350862240371076,0.2136116998820536
2020,"CHARTER COMMUNICATIONS, INC. /MO/",1091667,4841,0.0093896713615023,0.7616117298603058,0.0121951219512195,0.1778476387262344,0.005813953488372,0.4205006659030914,0.0114942528735632,0.3893578160892833,0.0097232499186642,0.4373294626447287
2020,COCA COLA CO,21344,2086,0.0772532188841201,0.2710616861780484,0.1566951566951566,0.7026071570136331,1.0,-0.1096963733434677,0.0,0.0,0.3084870938948192,0.2159931174620534
2020,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1058290,7371,0.0333333333333333,0.8548753678798675,0.0226244343891402,0.8548753678798675,0.0114068441064638,0.0525633792082468,0.0,0.0,0.0168411529572343,0.4405785287419955
2020,CSX CORP,277948,4011,0.1343283582089552,-0.350777440600925,0.2894736842105263,0.7696360792174484,0.1319587628865979,0.5489439495722763,0.0683012259194395,0.4343780651688576,0.1560155078063797,0.3505451633394143
2020,CUMMINS INC,26172,3519,0.1818181818181818,-0.1533972537145018,0.1853448275862069,0.5221142821707004,0.040650406504065,0.0643383344635367,0.0277777777777777,0.0146826216578483,0.1088977984215578,0.1119344961443959
2020,CVS HEALTH Corp,64803,5912,0.0103626943005181,0.4422830038238317,0.0111464968152866,0.9728106345449176,0.0015151515151515,0.7173612117767334,0.0,0.0,0.005756085657739,0.5331137125363706
2020,DANAHER CORP /DE/,313616,3823,0.0413223140495867,0.4700322872400284,0.0,0.0,0.0265306122448979,0.2075662440978563,0.0126582278481012,0.098257377743721,0.0201277885356465,0.1939639772704014
2020,DENTSPLY SIRONA Inc.,818479,3843,0.064516129032258,0.4128435945936611,0.0616246498599439,0.675881735641848,0.0,0.0,0.0072202166064981,0.275919733569026,0.033340248874675,0.3411612659511338
2020,"DIGITAL REALTY TRUST, INC.",1297996,6798,0.2519319938176197,0.0009919210034279,0.1143951833607006,0.7656409635997274,0.0782246879334258,0.5274902251516039,0.0112359550561797,-0.0489891764932665,0.1139469550419814,0.3112834833153732
2020,"DOLLAR TREE, INC.",935703,5331,0.0441176470588235,-0.0631375846763451,0.0590717299578059,0.5420481964413609,0.0512249443207126,0.3291335518107466,0.027063599458728,0.1292465863749385,0.0453694801990175,0.2343226874876752
2020,"DOMINION ENERGY, INC",715957,4923,0.5994236311239193,-0.0188562057088487,0.4721030042918455,0.509932473843748,0.4610526315789474,0.1646658647295138,0.4174578866768759,0.1678708282423015,0.487509288417897,0.2059032402766786
2020,DOVER Corp,29905,3569,0.1050228310502283,-0.3821694438710161,0.0307692307692307,0.7733616381883621,0.0361635220125786,0.2040902994897054,0.0249584026622296,0.1751075029373169,0.0492284966235668,0.1925974991860921
2020,EQUIFAX INC,33185,4911,0.0,0.0,0.0108695652173913,0.4558542271455129,0.0,0.0,0.0,0.0,0.0027173913043478,0.1139635567863782
2020,EQUINIX INC,1101239,6798,0.1095444685466377,0.1643378676680645,0.0048076923076923,0.9803734719753264,0.0112359550561797,0.5524525232613087,0.0,0.0,0.0313970289776274,0.4242909657261749
2020,"ESSEX PROPERTY TRUST, INC.",920522,6798,0.0,0.0,0.0,0.0,0.3333333333333333,0.5261921882629395,0.0,0.0,0.0833333333333333,0.1315480470657348
2020,EXELON CORP,1109357,4931,0.2661691542288557,0.4230779764529701,0.4301675977653631,0.3910844523048439,0.4347826086956521,0.1336805133521557,0.243864229765013,0.2958675550049613,0.343745897613721,0.3109276242787328
