year,company,cik,Item_1_ESG_Score,Item_1_ESG_Sentiment,Item_1A_ESG_Score,Item_1A_ESG_Sentiment,Item_7_ESG_Score,Item_7_ESG_Sentiment,Item_8_ESG_Score,Item_8_ESG_Sentiment,Overall_ESG_Score,Overall_ESG_Sentiment
2019,ABBOTT LABORATORIES,1800,0.07954545454545454,0.4082406127736682,0.029304029304029304,0.9707229360938072,0.01608187134502924,0.3110158189453862,0.021932424422050976,0.27018166756307754,0.03671594490414101,0.4900402588439848
2019,ADOBE INC.,796343,0.01263157894736842,-0.5907486577828726,0.041935483870967745,0.7819470717356756,0.018421052631578946,0.40619113473665147,0.009985734664764621,0.19739962927997112,0.02074346252866993,0.1986972944923564
2019,ADVANCE AUTO PARTS INC,1158449,0.0,0.0,0.25,-0.06590165197849274,0.1,-0.06590165197849274,0.0,0.0,0.0875,-0.03295082598924637
2019,AES CORP,874761,0.5995670995670995,0.03304273795524767,0.5108924806746311,0.1314839466309695,0.0,0.0,0.0,0.0,0.2776148950604327,0.04113167114655429
2019,AKAMAI TECHNOLOGIES INC,1086222,0.02158273381294964,0.06645360589027405,0.044534412955465584,0.6167978535998951,0.0,0.0,0.0,0.0,0.016529286692103805,0.1708128648725423
2019,ALBEMARLE CORP,915913,0.18518518518518517,0.3620757864167293,0.0,0.0,0.13998170173833485,0.3162880065102203,0.04781281790437437,0.2597290455423137,0.0932449262069736,0.23452320961731582
2019,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",1035443,0.2222222222222222,0.5203842588446357,0.14285714285714285,0.9678569436073303,0.06896551724137931,0.4566313102841377,0.0,0.0,0.10851122058018609,0.48621812818402593
2019,AMERICAN ELECTRIC POWER CO INC,4904,0.5376532399299475,0.039244040780084914,0.42379182156133827,0.5102053952092925,0.2,0.5335049989322821,0.0,0.0,0.2903612653728214,0.2707386087304149
2019,AMPHENOL CORP /DE/,820313,0.06887052341597796,0.14814577043056487,0.04642166344294004,0.7778705283999443,0.011834319526627219,0.4878790220245719,0.012069736253911488,0.5200362241378537,0.034799060659864184,0.48348288624823366
2019,AT&T INC.,732717,0.0243161094224924,0.2851953627541661,0.05319148936170213,0.7695428530375162,0.04363636363636364,0.14935404089434692,0.01352145796590241,0.2331308884465176,0.03366635509661514,0.3593057862831367
2019,AVALONBAY COMMUNITIES INC,915912,0.125,0.25947099427382153,0.12075471698113208,0.8424473332706839,0.0061162079510703364,0.43056150525808334,0.0,0.0,0.0629677312330506,0.3831199582006472
2019,AbbVie Inc.,1551152,0.033582089552238806,0.31970834814839894,0.02608695652173913,0.7443423171838125,0.014577259475218658,0.11794117391109467,0.004291845493562232,0.3564099830885728,0.019634537760689706,0.38460045558296974
2019,"Activision Blizzard, Inc.",718877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Aptiv PLC,1521332,0.2094240837696335,-0.11174080353230238,0.09011627906976744,0.662195025913177,0.052083333333333336,0.4031161254271865,0.0540652084193149,0.2768534016404443,0.10142222614801229,0.3076059373621263
2019,"Arista Networks, Inc.",1596532,0.033210332103321034,-0.08675673355658849,0.029288702928870293,0.64737240757261,0.024162120031176928,0.41501627574043887,0.007317073170731708,-0.038156814873218536,0.023494557058524993,0.23436878372081046
2019,BEST BUY CO INC,764478,0.11180124223602485,-0.35557608865201473,0.057208237986270026,0.767118970155716,0.03257328990228013,0.027175719290971755,0.005249343832020997,0.3191029007236163,0.051708028489148995,0.1894553753795723
2019,BIOGEN INC.,875045,0.006535947712418301,-0.102962926030159,0.006369426751592357,-0.102962926030159,0.0,0.0,0.0,0.0,0.0032263436160026642,-0.0514814630150795
2019,BOEING CO,12927,0.14864864864864866,0.36988256025043403,0.04424778761061947,0.7865425005555153,0.02631578947368421,0.4975701501326902,0.0273972602739726,0.49058020502949756,0.06165237150173123,0.5361438539920342
2019,"BXP, Inc.",1037540,0.175,0.794161876752263,0.10552763819095477,0.7936487032898835,0.0,0.0,0.04806841639634326,0.41202275097324437,0.0821490136468245,0.4999583327538477
2019,BOSTON SCIENTIFIC CORP,885725,0.05956112852664577,0.05285608846890299,0.025,0.7156357457861304,0.01278409090909091,0.6719815755883852,0.0050200803212851405,0.3850536823272705,0.025591324939255457,0.4563817730426723
2019,BRISTOL MYERS SQUIBB CO,14272,0.007704160246533128,0.06632595658302307,0.05962059620596206,0.4923630795356902,0.021521906225980016,0.4298991487760629,0.017985611510791366,0.43225383227691055,0.02670806854731664,0.35521050429292167
2019,Booking Holdings Inc.,1075531,0.00819672131147541,-0.16539990901947021,0.01675041876046901,0.8795292228460312,0.009592326139088728,0.44318273663520813,0.0,0.0,0.008634866552758289,0.2893280126154423
2019,CADENCE DESIGN SYSTEMS INC,813672,0.05660377358490566,-0.2711632971962293,0.022857142857142857,0.7052070875652134,0.0,0.0,0.0,0.0,0.01986522911051213,0.10851094759224604
