year,company,cik,Item_1_ESG_Exposure,Item_1_ESG_Sentiment,Item_1A_ESG_Exposure,Item_1A_ESG_Sentiment,Item_7_ESG_Exposure,Item_7_ESG_Sentiment,Item_8_ESG_Exposure,Item_8_ESG_Sentiment,Overall_ESG_Exposure,Overall_ESG_Sentiment
2021,ABBOTT LABORATORIES,1800,0.0,0.0,0.02823920265780731,0.6413629931562087,0.015274034141958671,0.49579737291616555,0.0171990171990172,0.41289270598263966,0.015178063499695794,0.3875132680137535
2021,ADOBE INC.,796343,0.002976190476190476,-0.7701334953308105,0.04093567251461988,0.7959735372236797,0.015416238437821172,0.6915664215882619,0.005671077504725898,0.42370428889989853,0.01624979473333936,0.2852776880952574
2021,ADVANCE AUTO PARTS INC,1158449,0.2,-0.06590110063552856,0.07142857142857142,0.653441243405853,0.1,-0.06590110063552856,0.0,0.0,0.09285714285714286,0.13040976053369896
2021,AES CORP,874761,0.4505703422053232,-0.041675923671180434,0.4080808080808081,0.07118151922750197,0.0,0.0,0.0,0.0,0.21466278757153284,0.007376398889080385
2021,AKAMAI TECHNOLOGIES INC,1086222,0.015037593984962405,0.4820858873426914,0.03481012658227848,0.6345471577210859,0.0,0.0,0.0,0.0,0.012461930141810221,0.27915826126594434
2021,ALBEMARLE CORP,915913,0.16358024691358025,0.6756600661308698,0.495260663507109,0.06288672914131406,0.0,0.0,0.047018348623853214,0.2982592304668775,0.17646481476113562,0.25920150643476536
2021,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",1035443,0.14173228346456693,0.6109974193904135,0.11784232365145228,0.5040945017343046,0.0,0.0,0.0,0.0,0.0648936517790048,0.2787729802811795
2021,AMERICAN ELECTRIC POWER CO INC,4904,0.4094955489614243,0.011862700454134872,0.288961038961039,0.5451990029868785,0.28044280442804426,0.5513032055705002,0.16581288757077378,0.22340336563141366,0.28617806998032036,0.3329420686607318
2021,AMPHENOL CORP /DE/,820313,0.08388157894736842,0.0723471282159581,0.10410094637223975,0.6844281125813723,0.011560693641618497,0.0059710658258861965,0.012713403559752997,0.512425406915801,0.05306415563024492,0.31879292838475437
2021,AT&T INC.,732717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,AVALONBAY COMMUNITIES INC,915912,0.07333333333333333,0.09527367759834636,0.10266159695817491,0.773141792802899,0.022653721682847898,-0.1210244574717113,0.0,0.0,0.04966216299358904,0.1868477532323835
2021,AbbVie Inc.,1551152,0.024324324324324326,0.3184977008236779,0.0,0.0,0.00641025641025641,0.8237592875957489,0.0,0.0,0.0076836451836451835,0.2855642471048567
2021,"Activision Blizzard, Inc.",718877,0.016736401673640166,-0.36696264427155256,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,-0.09174066106788814
2021,Aptiv PLC,1521332,0.19642857142857142,-0.1241622942076488,0.09239130434782608,0.6484847354757435,0.024456521739130436,0.163751976357566,0.5,-0.8063957691192627,0.20331909937888198,-0.029580337873400503
