year,company,cik,Item_1_ESG_Score,Item_1_ESG_Sentiment,Item_1A_ESG_Score,Item_1A_ESG_Sentiment,Item_7_ESG_Score,Item_7_ESG_Sentiment,Item_8_ESG_Score,Item_8_ESG_Sentiment,Overall_ESG_Score,Overall_ESG_Sentiment
2018,ABBOTT LABORATORIES,1800,0.06140350877192982,0.4392658386911665,0.015503875968992248,0.9702709913253784,0.015748031496062992,0.2892626440152526,0.020172910662824207,0.20303721566285407,0.028207081724952315,0.4754591724236629
2018,ADOBE INC.,796343,0.004640371229698376,-0.7557004988193512,0.04067796610169491,0.7821895380814871,0.013416815742397137,0.5887318770090739,0.007462686567164179,0.21080663315951825,0.01654945991023865,0.20650688735768202
2018,ADVANCE AUTO PARTS INC,1158449,0.25,-0.08142412453889847,0.07894736842105263,0.7031212653964758,0.1,-0.08142412453889847,0.0,0.0,0.10723684210526316,0.13506825407966971
2018,AES CORP,874761,0.8461538461538461,0.06307844953103499,0.8095238095238095,0.3772934955709121,0.1497659906396256,0.19441944275361797,0.0,0.0,0.4513609115793203,0.15869784696389125
2018,AKAMAI TECHNOLOGIES INC,1086222,0.024193548387096774,0.06645360589027405,0.04150943396226415,0.554429407146844,0.0,0.0,0.0,0.0,0.01642574558734023,0.1552207532592795
2018,ALBEMARLE CORP,915913,0.16298342541436464,0.5857461427606768,0.0,0.0,0.13949716139497162,0.24811861001301644,0.047856430707876374,0.24692942772526294,0.08758425437930316,0.27019854512473906
2018,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",1035443,0.041666666666666664,-0.8818543553352356,0.14285714285714285,0.9678569436073303,0.02127659574468085,0.9678569436073303,0.0,0.0,0.05145010131712259,0.26346488296985626
2018,AMERICAN ELECTRIC POWER CO INC,4904,0.5368421052631579,0.03436116299598046,0.4351145038167939,0.5072799210452981,0.17857142857142858,0.6484298199415207,0.0,0.0,0.2876320094128451,0.2975177259956998
2018,AMPHENOL CORP /DE/,820313,0.07168458781362007,-0.06690628752112389,0.05345911949685535,0.7281965192626504,0.01842374616171955,0.18914340353674358,0.014598540145985401,0.37627936798063194,0.03954149840454509,0.3066782508147255
2018,AT&T INC.,732717,0.0,0.0,0.029940119760479042,0.7707360088825226,0.0,0.0,0.0,0.0,0.0074850299401197605,0.19268400222063065
2018,AVALONBAY COMMUNITIES INC,915912,0.12698412698412698,0.21114860381931067,0.12653061224489795,0.8080967907463351,0.0025188916876574307,0.7474424242973328,0.0,0.0,0.06400840772917059,0.4416719547157446
2018,AbbVie Inc.,1551152,0.035856573705179286,0.31970834814839894,0.023809523809523808,0.7144943952560425,0.017094017094017096,0.24085554232199988,0.004201680672268907,0.4187517675260703,0.020240448820247274,0.4234525133131279
2018,"Activision Blizzard, Inc.",718877,0.00684931506849315,0.4356338381767273,0.015151515151515152,0.6645538844168186,0.008086253369272238,0.5168871482213339,0.043478260869565216,0.18948598206043243,0.01839133611471144,0.4516402132188281
2018,Aptiv PLC,1521332,0.2193877551020408,-0.10879542886517769,0.08902077151335312,0.69204054971536,0.08992805755395683,0.1901251998245716,0.06564465408805031,0.215999228377899,0.11599530956435027,0.24734238726316324
2018,"Arista Networks, Inc.",1596532,0.03460207612456748,-0.14885980561375617,0.030344827586206897,0.6346972218968652,0.025678650036683785,0.3907881268433162,0.011049723756906077,0.1817148799697558,0.025418819376091056,0.26458510577404526
2018,BEST BUY CO INC,764478,0.07792207792207792,-0.33209057711064816,0.04854368932038835,0.8363976642489434,0.005758157389635317,-0.28306776533524197,0.0056022408963585435,-0.043599819764494896,0.034456541382115034,0.04440987550963958
2018,BIOGEN INC.,875045,0.017857142857142856,0.028816528618335724,0.01744186046511628,0.028816528618335724,0.0,0.0,0.0,0.0,0.008824750830564783,0.014408264309167862
2018,BOEING CO,12927,0.1506849315068493,0.36988256025043403,0.05025125628140704,0.7794923320412636,0.026748971193415638,0.47975346274100816,0.028460543337645538,0.4746318711814555,0.06403642557982937,0.5259400565535403
2018,"BXP, Inc.",1037540,0.020104895104895104,0.6716130991344866,0.09308510638297872,0.8193443762404579,0.0,0.0,0.04170165127343969,0.40493933932743215,0.038722913190328376,0.4739742036755942
2018,BOSTON SCIENTIFIC CORP,885725,0.06918238993710692,0.02428998831998218,0.02786377708978328,0.532654701007737,0.015408320493066256,0.5104072645306588,0.017998941238750663,0.3025303010774009,0.032613357189676784,0.34247056373394474
2018,BRISTOL MYERS SQUIBB CO,14272,0.02631578947368421,0.11746014654636383,0.0410958904109589,0.4317530053667724,0.02315227070347284,0.4712804104559697,0.016862544711292796,0.5173416342021842,0.026856623824852186,0.38445879914282255
2018,Booking Holdings Inc.,1075531,0.006329113924050633,-0.16539990901947021,0.022887323943661973,0.8952676653862,0.010771992818671455,0.2931213229894638,0.0,0.0,0.009997107671596015,0.2557472698390484
2018,CADENCE DESIGN SYSTEMS INC,813672,0.04672897196261682,-0.28137275725603106,0.02616279069767442,0.726581097063091,0.014705882352941176,-0.054736897349357605,0.0,0.0,0.021899411253308104,0.0976178606144256
2018,"Lumen Technologies, Inc.",18926,0.023890784982935155,0.6488716006278992,0.0,0.0,0.00909090909090909,0.5525268495082856,0.0,0.0,0.00824542351846106,0.3003496125340462
2018,"Lumen Technologies, Inc.",18926,0.023890784982935155,0.6488716006278992,0.0,0.0,0.00909090909090909,0.5525268495082856,0.0,0.0,0.00824542351846106,0.3003496125340462
2018,"CF Industries Holdings, Inc.",1324404,0.6125,0.02545705049925921,0.3582089552238806,0.5362955750121424,0.34861766689143625,0.26541440006583294,0.19067296340023612,0.24598089510995907,0.37749989637888826,0.2682869801717984
2018,"CHARTER COMMUNICATIONS, INC. /MO/",1091667,0.027450980392156862,0.6684510984591076,0.02197802197802198,0.03741822764277458,0.00966183574879227,0.3516587298363447,0.018885741265344664,0.46124847177416084,0.019494144846078944,0.379694131928097
2018,COCA COLA CO,21344,0.1657754010695187,0.09530418402244968,0.1650485436893204,0.6564418352848175,1.0,-0.10969643294811249,0.03225806451612903,-0.10969643294811249,0.34077050231874206,0.13308828835276054
2018,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1058290,0.019855595667870037,0.13248517669060014,0.0,0.0,0.02027027027027027,0.04825816137923135,0.0,0.0,0.010031466484535078,0.045185834517457876
2018,CSX CORP,277948,0.18518518518518517,-0.24324046187102794,0.29914529914529914,0.7778539487293789,0.1552901023890785,0.3987422409047792,0.08710217755443886,0.4463413165738949,0.1816806910685004,0.3449242610842563
2018,CUMMINS INC,26172,0.3736654804270463,-0.1812232981657698,0.19487179487179487,0.49120046041513743,0.07241379310344828,-0.29757639428689364,0.05514316012725345,-0.03439299998661646,0.1740235571323857,-0.00549805800603561
2018,CVS HEALTH Corp,64803,0.008823529411764706,0.6190472990274429,0.0,0.0,0.0,0.0,0.0,0.0,0.0022058823529411764,0.15476182475686073
2018,DANAHER CORP /DE/,313616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DENTSPLY SIRONA Inc.,818479,0.06521739130434782,0.40463398831586045,0.066006600660066,0.6007787387818098,0.0,0.0,0.0,0.0,0.03280599799110345,0.25135318177441757
