Company;;ISIN;SIC Industry Name;SIC Industry Code;Update Date;ESG Score;;;;;;;;;;;;
Chipotle Mexican Grill, Inc.;CMG;US1696561059;NULL;NULL;31/12/2022;61,27342843;;;;;;;;;;;;
Chipotle Mexican Grill, Inc.;CMG;US1696561059;NULL;NULL;31/12/2021;59,86715574;;;;;;;;;;;;
Chipotle Mexican Grill, Inc.;CMG;US1696561059;NULL;NULL;31/12/2020;57,76309051;;;;;;;;;;;;
Chipotle Mexican Grill, Inc.;CMG;US1696561059;NULL;NULL;31/12/2019;54,77532004;;;;;;;;;;;;
Chipotle Mexican Grill, Inc.;CMG;US1696561059;NULL;NULL;31/12/2018;42,36196095;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;Hospital and Medical Service Plans;6324;31/12/2023;70,1004944;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;NULL;NULL;31/12/2022;74,85441248;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;NULL;NULL;31/12/2021;75,0860261;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;NULL;NULL;31/12/2020;74,97449487;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;NULL;NULL;31/12/2019;72,12164398;;;;;;;;;;;;
Cigna Group (The Cigna Group);CI;US1255231003;NULL;NULL;31/12/2018;67,00483208;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;7372;31/05/2024;65,21565011;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2023;65,65434853;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2022;76,55143596;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2021;64,83055478;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2020;66,24083943;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2019;60,65157127;;;;;;;;;;;;
Cintas Corporation;CTAS.O;US1729081059;NULL;NULL;31/05/2018;56,65901945;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;Computer Communications Equipment;3576;29/07/2023;82,007849;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;NULL;NULL;30/07/2022;82,57162941;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;NULL;NULL;31/07/2021;86,86592925;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;NULL;NULL;25/07/2020;89,25084565;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;NULL;NULL;27/07/2019;87,36579;;;;;;;;;;;;
Cisco Systems, Inc.;CSCO.O;US17275R1023;NULL;NULL;28/07/2018;87,95820766;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;Specialty Cleaning, Polishing, and Sanitation Preparations;2842;30/06/2023;76,57375032;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;NULL;NULL;30/06/2022;78,41310115;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;NULL;NULL;30/06/2021;71,70607481;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;NULL;NULL;30/06/2020;70,48204069;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;NULL;NULL;30/06/2019;68,70661628;;;;;;;;;;;;
The Clorox Company;CLX;US1890541097;NULL;NULL;30/06/2018;66,52785872;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;Electric and Other Services Combined;4931;31/12/2023;55,25288622;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;NULL;NULL;31/12/2022;58,07040646;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;NULL;NULL;31/12/2021;51,90766048;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;NULL;NULL;31/12/2020;53,42895014;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;NULL;NULL;31/12/2019;56,89632956;;;;;;;;;;;;
CMS Energy Corporation;CMS;US1258961002;NULL;NULL;31/12/2018;55,9965102;;;;;;;;;;;;
The Coca-Cola Company;KO;US1912161007;NULL;2840;31/12/2022;79,26681894;;;;;;;;;;;;
The Coca-Cola Company;KO;US1912161007;NULL;NULL;31/12/2021;82,8778183;;;;;;;;;;;;
The Coca-Cola Company;KO;US1912161007;NULL;NULL;31/12/2020;82,47498368;;;;;;;;;;;;
The Coca-Cola Company;KO;US1912161007;NULL;NULL;31/12/2019;66,467946;;;;;;;;;;;;
The Coca-Cola Company;KO;US1912161007;NULL;NULL;31/12/2018;68,27421952;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;Computer Programming Services;7371;31/12/2023;72,51162777;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;NULL;NULL;31/12/2022;79,8305984;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;NULL;NULL;31/12/2021;73,76565519;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;NULL;NULL;31/12/2020;73,24177739;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;NULL;NULL;31/12/2019;57,00845281;;;;;;;;;;;;
Cognizant Technology Solutions;CTSH.O;US1924461023;NULL;NULL;31/12/2018;68,72886333;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;Perfumes, Cosmetics, and Other Toilet Preparations;2844;31/12/2023;88,43380265;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;NULL;NULL;31/12/2022;92,05085932;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;NULL;NULL;31/12/2021;92,41175357;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;NULL;NULL;31/12/2020;91,92654354;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;NULL;NULL;31/12/2019;83,90818616;;;;;;;;;;;;
Colgate-Palmolive Company;CL;US1941621039;NULL;NULL;31/12/2018;86,96334299;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;Cable and Other Pay Television Services;4841;31/12/2023;62,3646976;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;NULL;NULL;31/12/2022;68,99023058;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;NULL;NULL;31/12/2021;63,34721805;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;NULL;NULL;31/12/2020;62,74499063;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;NULL;NULL;31/12/2019;57,32887936;;;;;;;;;;;;
Comcast Corporation;CMCSA.O;US20030N1019;NULL;NULL;31/12/2018;60,55179211;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;2033;28/05/2023;77,37941753;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;NULL;29/05/2022;73,44761792;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;NULL;30/05/2021;75,21283555;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;NULL;31/05/2020;71,52264446;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;NULL;26/05/2019;69,70932484;;;;;;;;;;;;
Conagra Brands, Inc.;CAG;US2058871029;NULL;NULL;27/05/2018;69,97931434;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;Petroleum Refining;2911;31/12/2023;63,35029431;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;NULL;NULL;31/12/2022;63,06174553;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;NULL;NULL;31/12/2021;63,95046651;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;NULL;NULL;31/12/2020;67,35075768;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;NULL;NULL;31/12/2019;68,65713919;;;;;;;;;;;;
ConocoPhillips;COP;US20825C1045;NULL;NULL;31/12/2018;71,5303984;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;Electric and Other Services Combined;4931;31/12/2023;57,87581862;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;NULL;NULL;31/12/2022;64,94450911;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;NULL;NULL;31/12/2021;64,99780169;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;NULL;NULL;31/12/2020;64,33609511;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;NULL;NULL;31/12/2019;55,56173368;;;;;;;;;;;;
Consolidated Edison, Inc.;ED;US2091151041;NULL;NULL;31/12/2018;49,31596529;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;2911;28/02/2023;38,86749764;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;NULL;28/02/2022;40,90964104;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;NULL;28/02/2021;41,85705961;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;NULL;29/02/2020;35,03834853;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;NULL;28/02/2019;35,25479151;;;;;;;;;;;;
Constellation Brands, Inc.;STZ;US21036P1084;NULL;NULL;28/02/2018;42,47332168;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;Electric Services;4911;31/12/2023;57,12630194;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;NULL;NULL;31/12/2022;56,17747408;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;NULL;NULL;31/12/2021;28,18486431;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;NULL;NULL;31/12/2020;NULL;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;NULL;NULL;31/12/2019;NULL;;;;;;;;;;;;
Constellation Energy Corporation;CEG.O;US21037T1097;NULL;NULL;31/12/2018;NULL;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;Ophthalmic Goods;3851;31/10/2023;61,78704103;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;NULL;NULL;31/10/2022;58,86316026;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;NULL;NULL;31/10/2021;59,44144519;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;NULL;NULL;31/10/2020;59,47658534;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;NULL;NULL;31/10/2019;61,67576168;;;;;;;;;;;;
The Cooper Companies, Inc.;COO.O;US2166485019;NULL;NULL;31/10/2018;42,36969677;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;5015;31/07/2024;63,33723131;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2023;58,9920556;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2022;51,76316769;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2021;47,98216044;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2020;33,94451904;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2019;44,54056203;;;;;;;;;;;;
Copart, Inc.;CPRT.O;US2172041061;NULL;NULL;31/07/2018;41,87594354;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;Drawing and Insulating of Nonferrous Wire;3357;31/12/2023;62,3345163;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;NULL;NULL;31/12/2022;64,51797266;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;NULL;NULL;31/12/2021;65,22259404;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;NULL;NULL;31/12/2020;58,48150789;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;NULL;NULL;31/12/2019;53,07974354;;;;;;;;;;;;
Corning Incorporated;GLW;US2193501051;NULL;NULL;31/12/2018;56,06728378;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;2879;31/12/2023;63,87521851;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;NULL;31/12/2022;65,17181935;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;NULL;31/12/2021;54,35943364;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;NULL;31/12/2020;56,0164263;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;NULL;31/12/2019;36,90197891;;;;;;;;;;;;
Corteva, Inc.;CTVA.K;US22052L1044;NULL;NULL;31/12/2018;NULL;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;Business Services, Not Elsewhere Classified;7389;31/12/2023;68,20027695;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;NULL;NULL;31/12/2022;65,01375227;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;NULL;NULL;31/12/2021;55,70239743;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;NULL;NULL;31/12/2020;51,71764025;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;NULL;NULL;31/12/2019;55,11129239;;;;;;;;;;;;
CoStar Group, Inc.;CSGP.O;US22160N1090;NULL;NULL;31/12/2018;54,43009459;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;Variety Stores;5331;01/09/2024;71,72498444;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;03/09/2023;73,90543939;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;28/08/2022;69,05623759;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;29/08/2021;71,886307;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;30/08/2020;64,81888507;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;01/09/2019;65,67438133;;;;;;;;;;;;
Costco Wholesale Corporation;COST.O;US22160K1051;NULL;NULL;02/09/2018;66,13693554;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;Crude Petroleum and Natural Gas;1311;31/12/2023;39,16948402;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;NULL;NULL;31/12/2022;37,35279666;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;NULL;NULL;31/12/2021;35,81306805;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;NULL;NULL;31/12/2020;28,77874148;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;NULL;NULL;31/12/2019;29,5306983;;;;;;;;;;;;
Coterra Energy Inc.;CTRA.K;US1270971039;NULL;NULL;31/12/2018;32,97303249;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;Real Estate Investment Trusts;6798;31/12/2023;63,60001107;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;NULL;NULL;31/12/2022;68,24030797;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;NULL;NULL;31/12/2021;64,08595738;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;NULL;NULL;31/12/2020;67,2090868;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;NULL;NULL;31/12/2019;64,60577193;;;;;;;;;;;;
Crown Castle Inc.;CCI;US22822V1017;NULL;NULL;31/12/2018;60,58230581;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;Railroads, Line- Haul operating;4011;31/12/2023;67,4655451;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;NULL;NULL;31/12/2022;62,93442672;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;NULL;NULL;31/12/2021;63,95017872;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;NULL;NULL;31/12/2020;56,73793433;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;NULL;NULL;31/12/2019;54,75044828;;;;;;;;;;;;
CSX Corporation;CSX.O;US1264081035;NULL;NULL;31/12/2018;56,64957381;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;3519;31/12/2023;68,26633526;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;NULL;31/12/2022;69,11386897;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;NULL;31/12/2021;68,99443395;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;NULL;31/12/2020;70,34621314;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;NULL;31/12/2019;69,49147071;;;;;;;;;;;;
Cummins Inc.;CMI;US2310211063;NULL;NULL;31/12/2018;70,42505019;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;Drug Stores and Proprietary Stores;5912;31/12/2023;88,13991163;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;NULL;NULL;31/12/2022;90,67389345;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;NULL;NULL;31/12/2021;86,24139919;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;NULL;NULL;31/12/2020;85,97428986;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;NULL;NULL;31/12/2019;80,74763741;;;;;;;;;;;;
CVS Health Corporation;CVS;US1266501006;NULL;NULL;31/12/2018;81,4632523;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;"Industrial Instruments For Measurement, Display, and Control of Process Variables; and Related Products";3823;31/12/2023;77,47779119;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;NULL;NULL;31/12/2022;78,21007824;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;NULL;NULL;31/12/2021;79,44060619;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;NULL;NULL;31/12/2020;80,56998523;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;NULL;NULL;31/12/2019;71,02537062;;;;;;;;;;;;
Danaher Corporation;DHR;US2358511028;NULL;NULL;31/12/2018;72,4369494;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;Eating Places;5812;26/05/2024;51,32044649;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;28/05/2023;46,64605854;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;29/05/2022;56,08596841;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;30/05/2021;48,01782634;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;31/05/2020;56,52450879;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;26/05/2019;56,0356801;;;;;;;;;;;;
Darden Restaurants, Inc.;DRI;US2371941053;NULL;NULL;27/05/2018;55,19305533;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;8092;31/12/2023;77,66245858;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;NULL;31/12/2022;75,28678783;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;NULL;31/12/2021;74,75308661;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;NULL;31/12/2020;68,13248421;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;NULL;31/12/2019;56,85886061;;;;;;;;;;;;
DaVita Inc.;DVA;US23918K1088;NULL;NULL;31/12/2018;59,42181452;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;Prepackaged Software;7372;31/12/2023;72,3319504;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;NULL;NULL;31/12/2022;66,67637099;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;NULL;NULL;31/12/2021;65,46153778;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;NULL;NULL;31/12/2020;47,00530333;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;NULL;NULL;31/12/2019;27,00641657;;;;;;;;;;;;
"[Ticker “DAY” not widely recognized; possibly a placeholder]";DAY;US15677J1088;NULL;NULL;31/12/2018;27,28497018;;;;;;;;;;;;
Deere & Company;DE;US2441991054;Farm Machinery and Equipment;3523;27/10/2024;73,04385561;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;29/10/2023;69,93661366;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;30/10/2022;81,82996306;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;31/10/2021;69,27713709;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;01/11/2020;70,18822859;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;03/11/2019;68,61594196;;;;;;;;;;;;
Deere & Company;DE;US2441991054;NULL;NULL;28/10/2018;68,11879156;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;Air Transportation, Scheduled;4512;31/12/2023;60,90575587;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;NULL;NULL;31/12/2022;67,44496874;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;NULL;NULL;31/12/2021;68,90941092;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;NULL;NULL;31/12/2020;70,57661228;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;NULL;NULL;31/12/2019;67,33251383;;;;;;;;;;;;
Delta Air Lines, Inc.;DAL;US2473617023;NULL;NULL;31/12/2018;71,26230663;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;Dental Equipment and Supplies;3843;31/12/2023;66,99890938;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;NULL;NULL;31/12/2022;66,66476311;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;NULL;NULL;31/12/2021;67,77851499;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;NULL;NULL;31/12/2020;64,29563417;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;NULL;NULL;31/12/2019;42,14953017;;;;;;;;;;;;
DENTSPLY SIRONA Inc.;XRAY.O;US24906P1093;NULL;NULL;31/12/2018;43,13243106;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;Crude Petroleum and Natural Gas;1311;31/12/2023;54,9062573;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;NULL;NULL;31/12/2022;52,9309951;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;NULL;NULL;31/12/2021;54,94076326;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;NULL;NULL;31/12/2020;57,73348753;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;NULL;NULL;31/12/2019;53,79713367;;;;;;;;;;;;
Devon Energy Corporation;DVN;US25179M1036;NULL;NULL;31/12/2018;60,82451791;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;Surgical and Medical Instruments and Apparatus;3841;31/12/2023;56,27663057;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;NULL;NULL;31/12/2022;48,30136423;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;NULL;NULL;31/12/2021;45,86022386;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;NULL;NULL;31/12/2020;45,31390016;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;NULL;NULL;31/12/2019;40,92248851;;;;;;;;;;;;
DexCom, Inc.;DXCM.O;US2521311074;NULL;NULL;31/12/2018;20,34475662;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;Crude Petroleum and Natural Gas;1311;31/12/2023;61,29210353;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;NULL;NULL;31/12/2022;61,5539529;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;NULL;NULL;31/12/2021;62,95168733;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;NULL;NULL;31/12/2020;56,38952895;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;NULL;NULL;31/12/2019;47,56161286;;;;;;;;;;;;
Diamondback Energy, Inc.;FANG.O;US25278X1090;NULL;NULL;31/12/2018;34,3804685;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;Real Estate Investment Trusts;6798;31/12/2023;69,87499982;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;NULL;NULL;31/12/2022;67,92270668;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;NULL;NULL;31/12/2021;71,42901923;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;NULL;NULL;31/12/2020;70,08898152;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;NULL;NULL;31/12/2019;72,85138686;;;;;;;;;;;;
Digital Realty Trust, Inc.;DLR;US2538681030;NULL;NULL;31/12/2018;53,05387106;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;Variety Stores;5331;03/02/2023;43,55947485;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;NULL;NULL;28/01/2022;44,4967564;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;NULL;NULL;29/01/2021;39,75033953;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;NULL;NULL;31/01/2020;44,53796158;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;NULL;NULL;01/02/2019;42,79548995;;;;;;;;;;;;
Dollar General Corporation;DG;US2566771059;NULL;NULL;02/02/2018;44,78836814;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;Variety Stores;5331;03/02/2024;69,21074964;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;28/01/2023;61,13108219;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;29/01/2022;61,25972669;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;30/01/2021;55,15248301;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;01/02/2020;55,39466865;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;02/02/2019;44,17766042;;;;;;;;;;;;
Dollar Tree, Inc.;DLTR.O;US2567461080;NULL;NULL;03/02/2018;51,33448765;;;;;;;;;;;;
Domino’s Pizza, Inc.;DPZ.O;US25754A2015;NULL;5812;31/12/2023;53,06068267;;;;;;;;;;;;
Domino’s Pizza, Inc.;DPZ.O;US25754A2015;NULL;NULL;01/01/2023;64,75971927;;;;;;;;;;;;
Domino’s Pizza, Inc.;DPZ.O;US25754A2015;NULL;NULL;02/01/2022;62,94752757;;;;;;;;;;;;
Domino’s Pizza, Inc.;DPZ.O;US25754A2015;NULL;NULL;03/01/2021;62,2269575;;;;;;;;;;;;
Domino’s Pizza, Inc.;DPZ.O;US25754A2015;NULL;NULL;29/12/2019;47,0532486;;;;;;;;;;;;
